sample_id,sieve,fraction_proc,size_class,phylum,class,subclass,order,infraorder,family,genus,species,life_stage,sex,length,count,tot_count,abundance,lab_processor,taxa_info,prey_info,mesh,vol_cor,ww,biomass,processor_notes,tow_id,tow_fraction,preservation_method,analyzed_by,sample_comments,survey_date,site_id,sampling_bout,tow_type,line_out_depth,tow_lat,tow_long,tow_start_time,tow_bot_time,tow_end_time,tow_duration,flow_meter,flowmeter_in,flowmeter_out,flow_flag,revolutions,corrected_volume,modelled_volume,solo_id,solo_depth,tow_split,sample_collected,zoop_tow_comments,quality_level,quality_log
JSPK1054,1000,1,1 to 2,Chordata,Actinopterygii,,,,,,,egg,,<2,2,2,0.08,Andrea Le,Actinopterygii,Actinopterygii_egg,250,26.52385685,207.1,7.808065063,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,250,0.01,<1,,,,,,,Unknown,,egg,,<2,165,16500,622.08,Andrea Le,Unknown,Unknown_egg,250,26.52385685,5189.9,195.6691302,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,,M,3.5,2,2,0.08,Andrea Le,Epilabidocera_longipedata,Epilabidocera_longipedata,250,26.52385685,207.1,7.808065063,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,,F,4.1,4,4,0.15,Andrea Le,Epilabidocera_longipedata,Epilabidocera_longipedata,250,26.52385685,207.1,7.808065063,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,C5,,3.2,1,1,0.04,Andrea Le,Epilabidocera_longipedata,Epilabidocera_longipedata_C5,250,26.52385685,207.1,7.808065063,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,250,0.01,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,,,<2,1,100,3.77,Andrea Le,Epilabidocera_longipedata,Epilabidocera_longipedata,250,26.52385685,5189.9,195.6691302,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,250,0.01,1 to 2,Arthropoda,Malacostraca,Eumalacostraca,Euphausiacea,,Euphausiidae,,,calyptopis,,<2,5,500,18.85,Andrea Le,Euphausiidae,Euphausiidae_calyptopis,250,26.52385685,5189.9,195.6691302,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Evadne,,,,<2,21,2100,79.17,Andrea Le,Evadne,Evadne,250,26.52385685,5189.9,195.6691302,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,2000,1,>10,Arthropoda,Malacostraca,Eumalacostraca,Amphipoda,,Gammaridae,,,,,18,1,1,0.04,Andrea Le,Gammaridae,Gammaridae,250,26.52385685,207.8,7.834456398,non-gelatinous,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,250,0.01,1 to 2,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Grapsidae,,,larvae,,<2,1,100,3.77,Andrea Le,Grapsidae,Grapsidae_larvae,250,26.52385685,5189.9,195.6691302,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,1000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,Halitholus,,,,5,1,1,0.04,Andrea Le,Halitholus,Halitholus,250,26.52385685,207.1,7.808065063,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,250,0.01,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Paracalanidae,Paracalanus,,,,<2,14,1400,52.78,Andrea Le,Paracalanus,Paracalanus,250,26.52385685,5189.9,195.6691302,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Podon,,,,<2,2,200,7.54,Andrea Le,Podon,Podon,250,26.52385685,5189.9,195.6691302,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,1000,1,2 to 5,Cnidaria,,,,,,,,polyp,,4,1,1,0.04,Andrea Le,Cnidaria,Cnidaria_polyp,250,26.52385685,207.1,7.808065063,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,1000,1,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Clausocalanidae,Pseudocalanus,,,,<2,1,1,0.04,Andrea Le,Pseudocalanus,Pseudocalanus,250,26.52385685,207.1,7.808065063,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,250,0.01,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Clausocalanidae,Pseudocalanus,,,,<2,97,9700,365.71,Andrea Le,Pseudocalanus,Pseudocalanus,250,26.52385685,5189.9,195.6691302,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,1000,1,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,,M,2,8,8,0.3,Andrea Le,Tortanus,Tortanus,250,26.52385685,207.1,7.808065063,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,,F,2.3,13,13,0.49,Andrea Le,Tortanus,Tortanus,250,26.52385685,207.1,7.808065063,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,250,0.01,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,,M,<2,4,400,15.08,Andrea Le,Tortanus,Tortanus,250,26.52385685,5189.9,195.6691302,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1054,250,0.01,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,<C5,,<2,3,300,11.31,Andrea Le,Tortanus,Tortanus_<C5,250,26.52385685,5189.9,195.6691302,,2015-06-14_J07_1,1,formalin,NA,NA,2015-06-14,J07,1,H,0,50.458298,-126.169971,NA,NA,NA,NA,B27225,230011,234844,N,4833,26.52385685,NA,NA,NA,no,TAX,NA,Raw,"No tow duration recorded, therefore can't confirm flow volume is correct because I can't compare flowmeter count to tow duration to cross-validate both."
JSPK1112,250,0.05,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Acartiidae,Acartia,,,,<2,18,360,16.59,Andrea Le,Acartia,Acartia,250,21.70554094,8549,393.8625636,,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1112,2000,1,>10,Cnidaria,Hydrozoa,,Leptothecata,,Aequoreidae,Aequorea,victoria,,,31,2,2,0.09,Andrea Le,Aequorea_victoria,Aequorea_victoria,250,21.70554094,10819.6,498.4717971,gelatinous,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1112,250,0.05,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,nauplius,,<2,15,300,13.82,Andrea Le,Balanomorpha,Balanomorpha_nauplius,250,21.70554094,8549,393.8625636,,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1112,250,0.05,<1,Mollusca,Bivalvia,,,,,,,veliger,,<2,2,40,1.84,Andrea Le,Bivalvia,Bivalvia_veliger,250,21.70554094,8549,393.8625636,,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1112,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,marshallae,,,3.6,3,3,0.14,Andrea Le,Calanus_marshallae,Calanus_marshallae,250,21.70554094,37,1.704633858,,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1112,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,pacificus,,,2.9,7,7,0.32,Andrea Le,Calanus_pacificus,Calanus_pacificus,250,21.70554094,37,1.704633858,,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1112,250,0.05,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,pacificus,,,2.7,1,20,0.92,Andrea Le,Calanus_pacificus,Calanus_pacificus,250,21.70554094,8549,393.8625636,,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1112,250,0.05,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,M,<2,2,40,1.84,Andrea Le,Centropages_abdominalis,Centropages_abdominalis,250,21.70554094,8549,393.8625636,,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1112,250,0.05,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,F,<2,6,120,5.53,Andrea Le,Centropages_abdominalis,Centropages_abdominalis,250,21.70554094,8549,393.8625636,,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1112,250,0.05,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,,<2,5,100,4.61,Andrea Le,Centropages_abdominalis,Centropages_abdominalis,250,21.70554094,8549,393.8625636,,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1112,250,0.05,<1,Arthropoda,Hexanauplia,Copepoda,,,,,,nauplius,,<2,7,140,6.45,Andrea Le,Copepoda,Copepoda_nauplius,250,21.70554094,8549,393.8625636,,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1112,250,0.05,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C2,,<2,9,180,8.29,Andrea Le,Calanoida,Calanoida_C2,250,21.70554094,8549,393.8625636,,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1112,250,0.05,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C1,,<2,2,40,1.84,Andrea Le,Calanoida,Calanoida_C1,250,21.70554094,8549,393.8625636,,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1112,250,0.05,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Corycaeidae,Corycaeus,,,,<2,68,1360,62.66,Andrea Le,Corycaeus,Corycaeus,250,21.70554094,8549,393.8625636,,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1112,250,0.05,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,cyprid,,<2,5,100,4.61,Andrea Le,Balanomorpha,Balanomorpha_cyprid,250,21.70554094,8549,393.8625636,,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1112,1000,1,1 to 2,Chordata,Actinopterygii,,,,,,,egg,,<2,2,2,0.09,Andrea Le,Actinopterygii,Actinopterygii_egg,250,21.70554094,37,1.704633858,,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1112,250,0.05,<1,,,,,,,Unknown,,egg,,<2,6,120,5.53,Andrea Le,Unknown,Unknown_egg,250,21.70554094,8549,393.8625636,,2016-06-03_J07_1,1,formalin,NA,NA,2016-06-03,J07,1,H,0,50.458499,-126.169751,2016-06-03 17:47:30 PDT,NA,2016-06-03 17:49:32 PDT,0:02:02,B27225,629297,633090,N,3793,21.70554094,NA,NA,NA,no,TAX,NA,Technician,NA
