ufn,fish_species,site_id,stom_proc_date,microscope_hours,stom_weight_full,stom_weight_empty,food_weight_raw,food_weight_corr,fullness_cat,fullness_mean,kingdom,phylum,subphylum,class,subclass,order,suborder,infraorder,family,genus,species,life_stage,sex,count,length_max,length_min,length_avg,digestion_state,prey_weight_raw,prey_weight_corr,size_class,subsample,comment,taxa_info,prey_info,date_processed,cwt,adipose,weight,standard_length,fork_length,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab,quality_level,fish_lab_qc_flag,fish_lab_qc_log,semsp_id,seine_id,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,lice_id_protocol_field,analysis_planned,fish_field_comments,fish_field_quality_flag,fish_field_quality_level,fish_field_quality_log,survey_id,set_number,set_type,lat,long,set_time,time_searching,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,collection_protocol,seine_comments,seine_qc_log,survey_date,crew,precip,cloud_cover,sea_state,wind_speed,wind_direction,tide_state,survey_time_start,survey_time_end,net_sets,secchi,ysi_bout,ctd_bout,zoop_bout,survey_type,survey_comments,year,yday
U2626,Chum,D07,2018-08-16,4,491.1,160.9,274.6,422.884,75-100%,87.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,Balanidae,Amphibalanus,improvisus,Cyprid,,1,0.5,0.5,0.5,1,0.1,0.154,<1,N,,Amphibalanus_improvisus,Amphibalanus_improvisus_Cyprid,2016-11-28,None,Present,9.6,91,96,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-1,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U2634,Chum,D07,2018-08-21,6,174.3,121.4,15.3,23.562,25-50%,37.5,,,,,,,,,,Microplastic_chunk,,Object,,1,1.2,1.2,1.2,0,0.1,0.154,1 to 2,N,"transparent, elongate",Microplastic_chunk,Microplastic_chunk_Object,2016-12-01,None,Present,7.5,85,90,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U2634,Chum,D07,2018-08-21,6,174.3,121.4,15.3,23.562,25-50%,37.5,,,,,,,,,,Detritus,,,,1,0.2,0.2,0.2,1,0.1,0.154,<1,N,,Detritus,Detritus,2016-12-01,None,Present,7.5,85,90,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U2634,Chum,D07,2018-08-21,6,174.3,121.4,15.3,23.562,25-50%,37.5,Chromista,Ochrophyta,Khakista,Bacillariophyceae,Coscinodiscophycidae,,,,,,,,,9,0.2,0.2,0.2,2,0.1,0.154,<1,N,,Coscinodiscophycidae,Coscinodiscophycidae,2016-12-01,None,Present,7.5,85,90,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U2634,Chum,D07,2018-08-21,6,174.3,121.4,15.3,23.562,25-50%,37.5,Animalia,Mollusca,,Gastropoda,Heterobranchia,Pteropoda,,,,,,Egg,,2,0.3,0.3,0.3,1,0.1,0.154,<1,N,,Pteropoda,Pteropoda_Egg,2016-12-01,None,Present,7.5,85,90,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U2634,Chum,D07,2018-08-21,6,174.3,121.4,15.3,23.562,25-50%,37.5,Animalia,Bryozoa,,,,,,,,,,Larvae,,2,0.3,0.3,0.3,1,0.1,0.154,<1,N,,Bryozoa,Bryozoa_Larvae,2016-12-01,None,Present,7.5,85,90,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U2634,Chum,D07,2018-08-21,6,174.3,121.4,15.3,23.562,25-50%,37.5,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Kellidae,Kellia,suborbicularis,Veliger,,1,0.2,0.2,0.2,1,0.1,0.154,<1,N,,Kellia_suborbicularis,Kellia_suborbicularis_Veliger,2016-12-01,None,Present,7.5,85,90,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U2634,Chum,D07,2018-08-21,6,174.3,121.4,15.3,23.562,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Cyprid,,5,0.4,0.3,0.35,1,0.4,0.616,<1,N,,Balanomorpha,Balanomorpha_Cyprid,2016-12-01,None,Present,7.5,85,90,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U2634,Chum,D07,2018-08-21,6,174.3,121.4,15.3,23.562,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,4,0.4,0.3,0.35,1,0.1,0.154,<1,N,,Balanomorpha,Balanomorpha_Nauplii,2016-12-01,None,Present,7.5,85,90,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U2634,Chum,D07,2018-08-21,6,174.3,121.4,15.3,23.562,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Cyprid,,1,0.3,0.3,0.3,2,0.1,0.154,<1,N,,Balanomorpha,Balanomorpha_Cyprid,2016-12-01,None,Present,7.5,85,90,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U2634,Chum,D07,2018-08-21,6,174.3,121.4,15.3,23.562,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,8,0.3,0.3,0.3,2,0.1,0.154,<1,N,,Balanomorpha,Balanomorpha_Nauplii,2016-12-01,None,Present,7.5,85,90,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U2634,Chum,D07,2018-08-21,6,174.3,121.4,15.3,23.562,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,1,1.4,1.4,1.4,1,0.2,0.308,1 to 2,N,,Euphausiidae,Euphausiidae_Furcilia,2016-12-01,None,Present,7.5,85,90,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U2634,Chum,D07,2018-08-21,6,174.3,121.4,15.3,23.562,25-50%,37.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,Pseudevadne,tergestina,,,17,0.5,0.3,0.4,1,0.5,0.77,<1,N,,Pseudevadne_tergestina,Pseudevadne_tergestina,2016-12-01,None,Present,7.5,85,90,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U2634,Chum,D07,2018-08-21,6,174.3,121.4,15.3,23.562,25-50%,37.5,Animalia,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,,,Podonidae,,,,,138,0.5,0.3,0.4,2,2.6,4.004,<1,N,,Podonidae,Podonidae,2016-12-01,None,Present,7.5,85,90,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U2634,Chum,D07,2018-08-21,6,174.3,121.4,15.3,23.562,25-50%,37.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,64,2.4,1.4,1.9,1,2.1,3.234,<1,N,,Oikopleura,Oikopleura,2016-12-01,None,Present,7.5,85,90,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U2634,Chum,D07,2018-08-21,6,174.3,121.4,15.3,23.562,25-50%,37.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,223,1.4,0.9,1.15,2,17.4,26.796,1 to 2,N,,Oikopleura,Oikopleura,2016-12-01,None,Present,7.5,85,90,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
U2634,Chum,D07,2018-08-21,6,174.3,121.4,15.3,23.562,25-50%,37.5,,,,,,,,,,Digested_food,,,,1,0.5,0.2,0.35,4,4.4,6.776,<1,N,,Digested_food,Digested_food,2016-12-01,None,Present,7.5,85,90,NA,NA,MF,full1,NA,lab_motiles,Technicianmr,NA,NA,2015-05-21-D07-CU-3,DE115N2,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE115,2,targeted,50.18217,-125.1493,2015-05-21 13:00:00 PDT,17,NA,NA,NA,yes,30,200,8,10,10,50,1,1,0,0,NA,NA,SEMSP,First set (40 fish) released due to net collapse. Second set targeted different school.,,2015-05-21,"Carolyn Knapper, Luke Rogers, Kristi Inman, Samantha Crowley",none,0,2,10-15,NE,NA,NA,NA,2,4.2,1,NA,1,standard,NA,2015,141
