ufn,vfid,semsp_id,fish_species,sample_site,sample_date,year,date_processed.x,microscope_hours,analysis,stomach_weight_full,stomach_weight_empty,calculated_stomach_weight,bolus_weight,visual_gfi,summed_content_weight,taxa_group,phylum,subphylum,class,subclass,order,suborder,infraorder,family,genus,species.x,life_stage,taxa_detail_calc,taxa_detail_manual,sex,prey_abund,max_length,min_length,digestion_state,prey_weight,relative_biomass,size_class,overnight,subsample,comments.x,project,action,seine_id,date,work_area,survey,site_id,jsp_survey_id,species.y,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,date_processed.y,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,analysis_planned,dissection_status,lice_collection_protocol,lice_id_protocol,analyzing_lab,quality_level,comments.y,quality_log,sampling_week,gather_long,gather_lat,set_time,pk,set_number,set_type,time_searching,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,preservation_status,collection_protocol,seine_notes
U3198,23,2016-06-09-J02-CU-2,Chum,J02,2016-06-09,2016,2018-08-10,11,Spatial,1385.8,308.7,1077.1,884.2,100%,856.3,Calanoids_Large,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Eucalanidae,Eucalanus,bungii,NA,Eucalanus_bungii,eucalanus bungii,F,2,5.3,5.1,1,2.6,0.303631905,5 to 10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,22.7,117,122,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3198,23,2016-06-09-J02-CU-2,Chum,J02,2016-06-09,2016,2018-08-10,11,Spatial,1385.8,308.7,1077.1,884.2,100%,856.3,Calanoids_Large,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Calanidae,Calanus,marshallae,NA,Calanus_marshallae,calanus marshallae,NA,32,3.7,3.2,2,27.4,3.19981315,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,22.7,117,122,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3198,23,2016-06-09-J02-CU-2,Chum,J02,2016-06-09,2016,2018-08-10,11,Spatial,1385.8,308.7,1077.1,884.2,100%,856.3,Calanoids_Small,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Tortanidae,Tortanus,discaudatus,NA,Tortanus_discaudatus,tortanus discaudatus,M,1,1.6,1.6,1,0.1,0.01167815,1 to 2,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,22.7,117,122,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3198,23,2016-06-09-J02-CU-2,Chum,J02,2016-06-09,2016,2018-08-10,11,Spatial,1385.8,308.7,1077.1,884.2,100%,856.3,Calanoids_Small,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Centropagidae,Centropages,abdominalis,NA,Centropages_abdominalis,centropages abdominalis,NA,8,2,1.5,1,0.9,0.105103352,1 to 2,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,22.7,117,122,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3198,23,2016-06-09-J02-CU-2,Chum,J02,2016-06-09,2016,2018-08-10,11,Spatial,1385.8,308.7,1077.1,884.2,100%,856.3,Calanoids_Small,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Pseudocalananidae,Pseudocalanus,NA,NA,Pseudocalanus,pseudocalanus,NA,21,2,1.5,1,1.8,0.210206703,1 to 2,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,22.7,117,122,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3198,23,2016-06-09-J02-CU-2,Chum,J02,2016-06-09,2016,2018-08-10,11,Spatial,1385.8,308.7,1077.1,884.2,100%,856.3,Calanoids_Large,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,calanoids large,NA,18,3,2.1,3,8.5,0.992642765,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,22.7,117,122,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3198,23,2016-06-09-J02-CU-2,Chum,J02,2016-06-09,2016,2018-08-10,11,Spatial,1385.8,308.7,1077.1,884.2,100%,856.3,Chaetognaths,Chaetognatha,NA,Sagittoidea,NA,Phragmophora,NA,NA,Eukrohniidae,Eukrohnia,hamata,NA,Eukrohnia_hamata,eukrohnia hamata,NA,40,30.9,18.4,1,191.3,22.3403013,>10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,22.7,117,122,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3198,23,2016-06-09-J02-CU-2,Chum,J02,2016-06-09,2016,2018-08-10,11,Spatial,1385.8,308.7,1077.1,884.2,100%,856.3,Chaetognaths,Chaetognatha,NA,Sagittoidea,NA,NA,NA,NA,NA,NA,NA,NA,Sagittoidea,chaetognaths,NA,9,21,11.7,2,14,1.634941025,>10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,22.7,117,122,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3198,23,2016-06-09-J02-CU-2,Chum,J02,2016-06-09,2016,2018-08-10,11,Spatial,1385.8,308.7,1077.1,884.2,100%,856.3,Digested,NA,NA,NA,NA,NA,NA,NA,NA,Digested_food,NA,NA,Digested_food,Digested_food,NA,1,3,0.4,4,37.3,4.355950018,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,22.7,117,122,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3198,23,2016-06-09-J02-CU-2,Chum,J02,2016-06-09,2016,2018-08-10,11,Spatial,1385.8,308.7,1077.1,884.2,100%,856.3,Euphausiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,Thysanoessa,spinifera,NA,Thysanoessa_spinifera,thysanoessa spinifera,NA,5,9.6,7.3,1,24.2,2.826112344,5 to 10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,22.7,117,122,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3198,23,2016-06-09-J02-CU-2,Chum,J02,2016-06-09,2016,2018-08-10,11,Spatial,1385.8,308.7,1077.1,884.2,100%,856.3,Euphausiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,Euphausia,pacifica,NA,Euphausia_pacifica,euphausia pacifica,NA,3,9.6,7.5,1,11.1,1.29627467,5 to 10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,22.7,117,122,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3198,23,2016-06-09-J02-CU-2,Chum,J02,2016-06-09,2016,2018-08-10,11,Spatial,1385.8,308.7,1077.1,884.2,100%,856.3,Euphausiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Juvenile,Euphausiidae_Juvenile,juvenile euphausiid,NA,1,6.2,6.2,1,0.5,0.058390751,5 to 10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,22.7,117,122,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U3198,23,2016-06-09-J02-CU-2,Chum,J02,2016-06-09,2016,2018-08-10,11,Spatial,1385.8,308.7,1077.1,884.2,100%,856.3,Calanoids_Small,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,NA,NA,Centropagidae,Centropages,abdominalis,NA,Centropages_abdominalis,centropages abdominalis,NA,1,1.3,1.3,1,0.1,0.01167815,1 to 2,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,22.7,117,122,NA,NA,NA,JG,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U2951,25,2016-06-09-J02-CU-3,Chum,J02,2016-06-09,2016,2018-08-18,12,Spatial,1073.5,165.3,908.2,570.7,100%,785,Isopods,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,NA,NA,NA,NA,NA,Juvenile,Isopoda_Juvenile,isopod,NA,1,0.9,0.9,1,0.1,0.012738854,<1,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,16.7,113,118,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U2951,25,2016-06-09-J02-CU-3,Chum,J02,2016-06-09,2016,2018-08-18,12,Spatial,1073.5,165.3,908.2,570.7,100%,785,Euphausiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,Euphausia,pacifica,NA,Euphausia_pacifica,euphausia pacifica,NA,9,15,10,1,104.4,13.29936306,>10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,16.7,113,118,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U2951,25,2016-06-09-J02-CU-3,Chum,J02,2016-06-09,2016,2018-08-18,12,Spatial,1073.5,165.3,908.2,570.7,100%,785,Euphausiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,Thysanoessa,spinifera,NA,Thysanoessa_spinifera,thysanoessa spinifera,NA,3,11,10,1,16.1,2.050955414,>10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,16.7,113,118,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U2951,25,2016-06-09-J02-CU-3,Chum,J02,2016-06-09,2016,2018-08-18,12,Spatial,1073.5,165.3,908.2,570.7,100%,785,Euphausiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,Thysanoessa,NA,NA,Thysanoessa,thysanoessa,NA,1,11.5,11.5,2,7.1,0.904458599,>10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,16.7,113,118,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U2951,25,2016-06-09-J02-CU-3,Chum,J02,2016-06-09,2016,2018-08-18,12,Spatial,1073.5,165.3,908.2,570.7,100%,785,Euphausiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,NA,Euphausiidae,euphausiids,NA,10,17.2,10,2,144.7,18.43312102,>10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,16.7,113,118,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U2951,25,2016-06-09-J02-CU-3,Chum,J02,2016-06-09,2016,2018-08-18,12,Spatial,1073.5,165.3,908.2,570.7,100%,785,Euphausiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,NA,Euphausiidae,euphausiids,NA,7,11,11,3,45.1,5.74522293,>10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,16.7,113,118,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U2951,25,2016-06-09-J02-CU-3,Chum,J02,2016-06-09,2016,2018-08-18,12,Spatial,1073.5,165.3,908.2,570.7,100%,785,Euphausiid_Larvae,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Furcilia,Euphausiidae_Furcilia,furcilia,NA,4,5.9,5.3,1,2.7,0.343949045,5 to 10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,16.7,113,118,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U2951,25,2016-06-09-J02-CU-3,Chum,J02,2016-06-09,2016,2018-08-18,12,Spatial,1073.5,165.3,908.2,570.7,100%,785,Carideans,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,Caridea,Pandalidae,Pandalus,NA,Zoea,Pandalus_Zoea,pandalus zoea,NA,16,10,6.3,1,46.9,5.974522293,5 to 10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,16.7,113,118,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U2951,25,2016-06-09-J02-CU-3,Chum,J02,2016-06-09,2016,2018-08-18,12,Spatial,1073.5,165.3,908.2,570.7,100%,785,Carideans,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,Caridea,Pandalidae,Pandalus,NA,Zoea,Pandalus_Zoea,pandalus zoea,NA,4,9.5,6.5,2,7.1,0.904458599,5 to 10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,16.7,113,118,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U2951,25,2016-06-09-J02-CU-3,Chum,J02,2016-06-09,2016,2018-08-18,12,Spatial,1073.5,165.3,908.2,570.7,100%,785,Chaetognaths,Chaetognatha,NA,Sagittoidea,NA,Phragmophora,NA,NA,Eukrohniidae,Eukrohnia,hamata,NA,Eukrohnia_hamata,eukrohnia hamata,NA,9,23,14.2,1,38.1,4.853503185,>10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,16.7,113,118,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U2951,25,2016-06-09-J02-CU-3,Chum,J02,2016-06-09,2016,2018-08-18,12,Spatial,1073.5,165.3,908.2,570.7,100%,785,Chaetognaths,Chaetognatha,NA,Sagittoidea,NA,NA,NA,NA,NA,NA,NA,NA,Sagittoidea,chaetognaths,NA,9,14.5,12.5,2,43.2,5.503184713,>10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,16.7,113,118,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U2951,25,2016-06-09-J02-CU-3,Chum,J02,2016-06-09,2016,2018-08-18,12,Spatial,1073.5,165.3,908.2,570.7,100%,785,Euphausiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,Euphausia,pacifica,NA,Euphausia_pacifica,euphausia pacifica,NA,1,7.8,7.8,1,2.7,0.343949045,5 to 10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,16.7,113,118,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U2951,25,2016-06-09-J02-CU-3,Chum,J02,2016-06-09,2016,2018-08-18,12,Spatial,1073.5,165.3,908.2,570.7,100%,785,Euphausiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,Thysanoessa,spinifera,NA,Thysanoessa_spinifera,thysanoessa spinifera,NA,1,8,8,1,2.9,0.369426752,5 to 10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,16.7,113,118,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U2951,25,2016-06-09-J02-CU-3,Chum,J02,2016-06-09,2016,2018-08-18,12,Spatial,1073.5,165.3,908.2,570.7,100%,785,Euphausiids,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,NA,Euphausiidae,euphausiids,NA,7,9.8,7.7,2,33.4,4.25477707,5 to 10,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,16.7,113,118,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
U2951,25,2016-06-09-J02-CU-3,Chum,J02,2016-06-09,2016,2018-08-18,12,Spatial,1073.5,165.3,908.2,570.7,100%,785,Euphausiid_Larvae,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Furcilia,Euphausiidae_Furcilia,furcilia,NA,9,4.4,2.6,1,2.2,0.280254777,2 to 5,Y,N,NA,JSP,NA,JE264N1,2016-06-09,JOHNSTONE STRAIT,JS_N,J02,JE264,CU,NA,NA,NA,NA,NA,NA,2017-01-28,NONE,PRESENT,16.7,113,118,NA,NA,NA,BMM,IRREGULAR WORK-UP,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),09-Jun,-126.701507,50.602327,13:19:00,443,1,TARGETED,9,NA,NA,NA,TRUE,30,200,10,80,10,100,2,2,2,2,NA,NA,1,SEMSP,NA
