ufn,vfid,semsp_id,fish_species,sample_site,sample_date,year,date_processed.x,microscope_hours,analysis,stomach_weight_full,stomach_weight_empty,calculated_stomach_weight,bolus_weight,visual_gfi,summed_content_weight,taxa_group,phylum,subphylum,class,subclass,order,suborder,infraorder,family,genus,species.x,life_stage,taxa_detail_calc,taxa_detail_manual,sex,prey_abund,max_length,min_length,digestion_state,prey_weight,relative_biomass,size_class,overnight,subsample,comments.x,project,action,seine_id,date,work_area,survey,site_id,jsp_survey_id,species.y,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,date_processed.y,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,analysis_planned,dissection_status,lice_collection_protocol,lice_id_protocol,analyzing_lab,quality_level,comments.y,quality_log,sampling_week,gather_long,gather_lat,set_time,pk,set_number,set_type,time_searching,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,preservation_status,collection_protocol,seine_notes
U2626,24,2015-05-21-D07-CU-1,Chum,D07,2015-05-21,2015,2018-08-16,4,Temporal,491.1,160.9,330.2,274.6,75-100%,250.7,Barnacle_Cyprids,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,NA,Balanidae,Amphibalanus,improvisus,Cyprid,Amphibalanus_improvisus_Cyprid,balanus improvisus cyprid,NA,1,0.5,0.5,1,0.1,0.039888313,<1,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-11-28,NONE,PRESENT,9.6,91,96,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2634,26,2015-05-21-D07-CU-3,Chum,D07,2015-05-21,2015,2018-08-21,6,Temporal,174.3,121.4,52.9,15.3,25-50%,28.5,Objects,NA,NA,NA,NA,NA,NA,NA,NA,Microplastic_chunk,NA,Object,Microplastic_chunk_Object,foreign object,NA,1,1.2,1.2,0,0.1,0.350877193,1 to 2,N,N,"transparent, elongate",JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-12-01,NONE,PRESENT,7.5,85,90,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2634,26,2015-05-21-D07-CU-3,Chum,D07,2015-05-21,2015,2018-08-21,6,Temporal,174.3,121.4,52.9,15.3,25-50%,28.5,Detritus,NA,NA,NA,NA,NA,NA,NA,NA,Detritus,NA,NA,Detritus,detritus,NA,1,0.2,0.2,1,0.1,0.350877193,<1,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-12-01,NONE,PRESENT,7.5,85,90,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2634,26,2015-05-21-D07-CU-3,Chum,D07,2015-05-21,2015,2018-08-21,6,Temporal,174.3,121.4,52.9,15.3,25-50%,28.5,Algae,Ochrophyta,Khakista,Bacillariophyceae,Coscinodiscophycidae,NA,NA,NA,NA,NA,NA,NA,Coscinodiscophycidae,diatoms,NA,9,0.2,0.2,2,0.1,0.350877193,<1,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-12-01,NONE,PRESENT,7.5,85,90,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2634,26,2015-05-21-D07-CU-3,Chum,D07,2015-05-21,2015,2018-08-21,6,Temporal,174.3,121.4,52.9,15.3,25-50%,28.5,Pteropods,Mollusca,NA,Gastropoda,Heterobranchia,Pteropoda,NA,NA,NA,NA,NA,Egg,Pteropoda_Egg,snail eggs,NA,2,0.3,0.3,1,0.1,0.350877193,<1,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-12-01,NONE,PRESENT,7.5,85,90,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2634,26,2015-05-21-D07-CU-3,Chum,D07,2015-05-21,2015,2018-08-21,6,Temporal,174.3,121.4,52.9,15.3,25-50%,28.5,Cyphonauts,Bryozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Larvae,Bryozoa_Larvae,cyphonauts,NA,2,0.3,0.3,1,0.1,0.350877193,<1,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-12-01,NONE,PRESENT,7.5,85,90,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2634,26,2015-05-21-D07-CU-3,Chum,D07,2015-05-21,2015,2018-08-21,6,Temporal,174.3,121.4,52.9,15.3,25-50%,28.5,Bivalves,Mollusca,NA,Bivalvia,Heterodonta,Veneroida,NA,NA,Kellidae,Kellia,suborbicularis,Veliger,Kellia_suborbicularis_Veliger,kellia suborbicularis veliger,NA,1,0.2,0.2,1,0.1,0.350877193,<1,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-12-01,NONE,PRESENT,7.5,85,90,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2634,26,2015-05-21-D07-CU-3,Chum,D07,2015-05-21,2015,2018-08-21,6,Temporal,174.3,121.4,52.9,15.3,25-50%,28.5,Barnacle_Cyprids,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,NA,NA,NA,NA,Cyprid,Balanomorpha_Cyprid,barnacle cyprid,NA,5,0.4,0.3,1,0.4,1.403508772,<1,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-12-01,NONE,PRESENT,7.5,85,90,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2634,26,2015-05-21-D07-CU-3,Chum,D07,2015-05-21,2015,2018-08-21,6,Temporal,174.3,121.4,52.9,15.3,25-50%,28.5,Barnacle_Nauplii,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,NA,NA,NA,NA,Nauplii,Balanomorpha_Nauplii,barnacle nauplii,NA,4,0.4,0.3,1,0.1,0.350877193,<1,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-12-01,NONE,PRESENT,7.5,85,90,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2634,26,2015-05-21-D07-CU-3,Chum,D07,2015-05-21,2015,2018-08-21,6,Temporal,174.3,121.4,52.9,15.3,25-50%,28.5,Barnacle_Cyprids,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,NA,NA,NA,NA,Cyprid,Balanomorpha_Cyprid,barnacle cyprid,NA,1,0.3,0.3,2,0.1,0.350877193,<1,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-12-01,NONE,PRESENT,7.5,85,90,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2634,26,2015-05-21-D07-CU-3,Chum,D07,2015-05-21,2015,2018-08-21,6,Temporal,174.3,121.4,52.9,15.3,25-50%,28.5,Barnacle_Nauplii,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,NA,NA,NA,NA,Nauplii,Balanomorpha_Nauplii,barnacle nauplii,NA,8,0.3,0.3,2,0.1,0.350877193,<1,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-12-01,NONE,PRESENT,7.5,85,90,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2634,26,2015-05-21-D07-CU-3,Chum,D07,2015-05-21,2015,2018-08-21,6,Temporal,174.3,121.4,52.9,15.3,25-50%,28.5,Euphausiid_Larvae,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,Euphausiidae,NA,NA,Furcilia,Euphausiidae_Furcilia,furcilia,NA,1,1.4,1.4,1,0.2,0.701754386,1 to 2,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-12-01,NONE,PRESENT,7.5,85,90,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2634,26,2015-05-21-D07-CU-3,Chum,D07,2015-05-21,2015,2018-08-21,6,Temporal,174.3,121.4,52.9,15.3,25-50%,28.5,Cladocerans,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,NA,NA,Podonidae,Evadne,tergestina,NA,Evadne_tergestina,evadne tergestina,NA,17,0.5,0.3,1,0.5,1.754385965,<1,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-12-01,NONE,PRESENT,7.5,85,90,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2634,26,2015-05-21-D07-CU-3,Chum,D07,2015-05-21,2015,2018-08-21,6,Temporal,174.3,121.4,52.9,15.3,25-50%,28.5,Cladocerans,Arthropoda,Crustacea,Branchiopoda,Diplostraca,Onychopoda,NA,NA,Podonidae,NA,NA,NA,Podonidae,cladocerans,NA,138,0.5,0.3,2,2.6,9.122807018,<1,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-12-01,NONE,PRESENT,7.5,85,90,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2634,26,2015-05-21-D07-CU-3,Chum,D07,2015-05-21,2015,2018-08-21,6,Temporal,174.3,121.4,52.9,15.3,25-50%,28.5,Larvaceans,Chordata,Tunicata,Appendicularia,NA,Copelata,NA,NA,Oikopleuridae,Oikopleura,NA,NA,Oikopleura,oikopleura,NA,64,2.4,1.4,1,2.1,7.368421053,<1,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-12-01,NONE,PRESENT,7.5,85,90,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2634,26,2015-05-21-D07-CU-3,Chum,D07,2015-05-21,2015,2018-08-21,6,Temporal,174.3,121.4,52.9,15.3,25-50%,28.5,Larvaceans,Chordata,Tunicata,Appendicularia,NA,Copelata,NA,NA,Oikopleuridae,Oikopleura,NA,NA,Oikopleura,oikopleura,NA,223,1.4,0.9,2,17.4,61.05263158,1 to 2,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-12-01,NONE,PRESENT,7.5,85,90,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2634,26,2015-05-21-D07-CU-3,Chum,D07,2015-05-21,2015,2018-08-21,6,Temporal,174.3,121.4,52.9,15.3,25-50%,28.5,Digested,NA,NA,NA,NA,NA,NA,NA,NA,Digested_food,NA,NA,Digested_food,Digested_food,NA,1,0.5,0.2,4,4.4,15.43859649,<1,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-12-01,NONE,PRESENT,7.5,85,90,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA,19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
U2627,28,2015-05-21-D07-CU-4,Chum,D07,2015-05-21,2015,2018-08-24,1,Temporal,397.9,298.1,99.8,38.5,0-25%,52.8,Digested,NA,NA,NA,NA,NA,NA,NA,NA,Digested_food,NA,NA,Digested_food,Digested_food,NA,1,0.8,0.3,4,1.3,2.462121212,<1,N,N,NA,JSP,NA,DE115N2,2015-05-21,QUADRA,DI_C,D07,DE115,CU,NA,NA,NA,NA,NA,NA,2016-11-28,NONE,PRESENT,18.4,117,122,NA,NA,NA,MF,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Raw,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),19-May,-125.1493,50.18217,13:00:00,18,2,TARGETED,17,NA,NA,NA,TRUE,30,200,8,10,10,50,1,1,0,0,NA,NA,1,SEMSP,1: First set (40 fish) released due to net collapse. Second set targeted different school.
