sample_id,sieve,fraction_proc,size_class,phylum,class,subclass,order,infraorder,family,genus,species,life_stage,sex,length,count,tot_count,abundance,lab_processor,taxa_info,prey_info,mesh,vol_cor,ww,biomass,processor_notes,tow_id,tow_fraction,preservation_method,analyzed_by,sample_comments,survey_date,site_id,sampling_bout,tow_type,line_out_depth,tow_lat,tow_long,tow_start_time,tow_bot_time,tow_end_time,tow_duration,flow_meter,flowmeter_in,flowmeter_out,flow_flag,revolutions,corrected_volume,modelled_volume,solo_id,solo_depth,tow_split,sample_collected,zoop_tow_comments,quality_level,quality_log
QPK751,2000,1,5 to 10,Ctenophora,,,,,,,,,,8,1,1,0.14,Andrea Le,Ctenophora,Ctenophora,250,7.277517206,853.5,117.2790082,gelatinous,2016-06-16_D07_1,1,formalin,NA,NA,2016-06-16,D07,1,H,0,50.191383,-125.143884,2016-06-16 14:27:18 PDT,NA,2016-06-16 14:29:03 PDT,0:01:45,B27226,384430,385776,N,1346,7.277517206,NA,NA,NA,no,TAX,NA,Technician,NA
QPK751,1000,1,2 to 5,Ctenophora,,,,,,,,,,4.2,1,1,0.14,Andrea Le,Ctenophora,Ctenophora,250,7.277517206,6.4,0.8794208,,2016-06-16_D07_1,1,formalin,NA,NA,2016-06-16,D07,1,H,0,50.191383,-125.143884,2016-06-16 14:27:18 PDT,NA,2016-06-16 14:29:03 PDT,0:01:45,B27226,384430,385776,N,1346,7.277517206,NA,NA,NA,no,TAX,NA,Technician,NA
QPK751,250,0.03,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,cyprid,,<2,4,133,18.32,Andrea Le,Balanomorpha,Balanomorpha_cyprid,250,7.277517206,945.6,129.9344231,,2016-06-16_D07_1,1,formalin,NA,NA,2016-06-16,D07,1,H,0,50.191383,-125.143884,2016-06-16 14:27:18 PDT,NA,2016-06-16 14:29:03 PDT,0:01:45,B27226,384430,385776,N,1346,7.277517206,NA,NA,NA,no,TAX,NA,Technician,NA
QPK751,1000,1,1 to 2,Chordata,Actinopterygii,,,,,,,egg,,<2,1,1,0.14,Andrea Le,Actinopterygii,Actinopterygii_egg,250,7.277517206,6.4,0.8794208,,2016-06-16_D07_1,1,formalin,NA,NA,2016-06-16,D07,1,H,0,50.191383,-125.143884,2016-06-16 14:27:18 PDT,NA,2016-06-16 14:29:03 PDT,0:01:45,B27226,384430,385776,N,1346,7.277517206,NA,NA,NA,no,TAX,NA,Technician,NA
QPK751,250,0.03,<1,,,,,,,Unknown,,egg,,<2,4,133,18.32,Andrea Le,Unknown,Unknown_egg,250,7.277517206,945.6,129.9344231,,2016-06-16_D07_1,1,formalin,NA,NA,2016-06-16,D07,1,H,0,50.191383,-125.143884,2016-06-16 14:27:18 PDT,NA,2016-06-16 14:29:03 PDT,0:01:45,B27226,384430,385776,N,1346,7.277517206,NA,NA,NA,no,TAX,NA,Technician,NA
QPK751,250,0.03,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Evadne,,,,<2,10,333,45.8,Andrea Le,Evadne,Evadne,250,7.277517206,945.6,129.9344231,,2016-06-16_D07_1,1,formalin,NA,NA,2016-06-16,D07,1,H,0,50.191383,-125.143884,2016-06-16 14:27:18 PDT,NA,2016-06-16 14:29:03 PDT,0:01:45,B27226,384430,385776,N,1346,7.277517206,NA,NA,NA,no,TAX,NA,Technician,NA
QPK751,250,0.03,<1,Mollusca,Gastropoda,,,,,,,egg,,<2,4,133,18.32,Andrea Le,Gastropoda,Gastropoda_egg,250,7.277517206,945.6,129.9344231,,2016-06-16_D07_1,1,formalin,NA,NA,2016-06-16,D07,1,H,0,50.191383,-125.143884,2016-06-16 14:27:18 PDT,NA,2016-06-16 14:29:03 PDT,0:01:45,B27226,384430,385776,N,1346,7.277517206,NA,NA,NA,no,TAX,NA,Technician,NA
QPK751,250,0.03,<1,Cnidaria,Hydrozoa,,,,,,,,,<2,6,200,27.48,Andrea Le,Hydrozoa,Hydrozoa,250,7.277517206,945.6,129.9344231,,2016-06-16_D07_1,1,formalin,NA,NA,2016-06-16,D07,1,H,0,50.191383,-125.143884,2016-06-16 14:27:18 PDT,NA,2016-06-16 14:29:03 PDT,0:01:45,B27226,384430,385776,N,1346,7.277517206,NA,NA,NA,no,TAX,NA,Technician,NA
QPK751,250,0.03,2 to 5,Chordata,Appendicularia,,Copelata,,Oikopleuridae,Oikopleura,,,,<2,51,1700,233.6,Andrea Le,Oikopleura,Oikopleura,250,7.277517206,945.6,129.9344231,,2016-06-16_D07_1,1,formalin,NA,NA,2016-06-16,D07,1,H,0,50.191383,-125.143884,2016-06-16 14:27:18 PDT,NA,2016-06-16 14:29:03 PDT,0:01:45,B27226,384430,385776,N,1346,7.277517206,NA,NA,NA,no,TAX,NA,Technician,NA
QPK751,250,0.03,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Paracalanidae,Paracalanus,,,,<2,144,4800,659.57,Andrea Le,Paracalanus,Paracalanus,250,7.277517206,945.6,129.9344231,,2016-06-16_D07_1,1,formalin,NA,NA,2016-06-16,D07,1,H,0,50.191383,-125.143884,2016-06-16 14:27:18 PDT,NA,2016-06-16 14:29:03 PDT,0:01:45,B27226,384430,385776,N,1346,7.277517206,NA,NA,NA,no,TAX,NA,Technician,NA
QPK751,250,0.03,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Podon,,,,<2,3,100,13.74,Andrea Le,Podon,Podon,250,7.277517206,945.6,129.9344231,,2016-06-16_D07_1,1,formalin,NA,NA,2016-06-16,D07,1,H,0,50.191383,-125.143884,2016-06-16 14:27:18 PDT,NA,2016-06-16 14:29:03 PDT,0:01:45,B27226,384430,385776,N,1346,7.277517206,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,2000,1,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,marshallae,,,<2,1,1,0.050791155,Jihyun Kim,Calanus_marshallae,Calanus_marshallae,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,2000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Cancridae,,,megalopa,,5.1,2,2,0.101582311,Jihyun Kim,Cancridae,Cancridae_megalopa,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,2000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Cancridae,,,zoea,,<2,9,9,0.457120398,Jihyun Kim,Cancridae,Cancridae_zoea,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,2000,1,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,,<2,1,1,0.050791155,Jihyun Kim,Centropages_abdominalis,Centropages_abdominalis,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,2000,1,>10,Chaetognatha,Sagittoidea,,,,,,,,,19.8,5,5,0.253955777,Jihyun Kim,Sagittoidea,Sagittoidea,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,2000,1,2 to 5,Cnidaria,Hydrozoa,,Leptothecata,,Campanulariidae,Clytia,,,,<2,1,1,0.050791155,Jihyun Kim,Clytia,Clytia,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,2000,1,1 to 2,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Corycaeidae,Corycaeus,,,,<2,61,61,3.098260476,Jihyun Kim,Corycaeus,Corycaeus,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,2000,1,2 to 5,Ochrophyta,Bacillariophyceae,,Fragilariales,,Fragilariaceae,Ctenophora,,,,4.95,2,2,0.101582311,Jihyun Kim,Ctenophora,Ctenophora,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,2000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,,,3.566666667,3,3,0.152373466,Jihyun Kim,Epilabidocera_longipedata,Epilabidocera_longipedata,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,2000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Pinnotheridae,,,zoea,,<2,3,3,0.152373466,Jihyun Kim,Pinnotheridae,Pinnotheridae_zoea,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,2000,1,>10,Chordata,Actinopterygii,,Pleuronectiformes,,Pleuronectidae,,,larvae,,15.8,1,1,0.050791155,Jihyun Kim,Pleuronectidae,Pleuronectidae_larvae,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,2000,1,1 to 2,Cnidaria,Hydrozoa,Hydroidolina,Siphonophorae,,,,,,,<2,1,1,0.050791155,Jihyun Kim,Siphonophorae,Siphonophorae,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,2000,1,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,,,<2,6,6,0.304746932,Jihyun Kim,Tortanus,Tortanus,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,1000,0.5,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,marshallae,,,<2,128,256,13.00253577,Jihyun Kim,Calanus_marshallae,Calanus_marshallae,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,1000,0.5,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,pacificus,,,<2,96,192,9.751901825,Jihyun Kim,Calanus_pacificus,Calanus_pacificus,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,1000,0.5,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Cancridae,,,megalopa,,4.1,1,2,0.101582311,Jihyun Kim,Cancridae,Cancridae_megalopa,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,1000,0.5,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Cancridae,,,zoea,,<2,11,22,1.117405417,Jihyun Kim,Cancridae,Cancridae_zoea,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,1000,0.5,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,,<2,1,2,0.101582311,Jihyun Kim,Centropages_abdominalis,Centropages_abdominalis,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,1000,0.5,>10,Chaetognatha,Sagittoidea,,,,,,,,,23,1,2,0.101582311,Jihyun Kim,Sagittoidea,Sagittoidea,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,1000,0.5,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,,,<2,61,122,6.196520951,Jihyun Kim,Epilabidocera_longipedata,Epilabidocera_longipedata,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,1000,0.5,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Euphausiacea,,Euphausiidae,,,furcilia,,<2,4,8,0.406329243,Jihyun Kim,Euphausiidae,Euphausiidae_furcilia,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,1000,0.5,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Pinnotheridae,Fabia,subquadrata,zoea,,<2,1,2,0.101582311,Jihyun Kim,Fabia_subquadrata,Fabia_subquadrata_zoea,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,1000,0.5,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,,,<2,11,22,1.117405417,Jihyun Kim,Tortanus,Tortanus,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Acartiidae,Acartia,,,,<2,45,1500,76.18673301,Jihyun Kim,Acartia,Acartia,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Aetideidae,Aetidius,diveregns,,,<2,1,33.33333333,1.693038511,Jihyun Kim,Aetidius_diveregns,Aetidius_diveregns,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,250,0.03,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,nauplius,,<2,6,200,10.15823107,Jihyun Kim,Balanomorpha,Balanomorpha_nauplius,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,,copepodite,,<2,17,566.6666667,28.78165469,Jihyun Kim,Calanus,Calanus_copepodite,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,pacificus,,,<2,7,233.3333333,11.85126958,Jihyun Kim,Calanus_pacificus,Calanus_pacificus,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
JSPK1118,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,,<2,7,233.3333333,11.85126958,Jihyun Kim,Centropages_abdominalis,Centropages_abdominalis,NA,NA,NA,NA,NA,2016-06-09_J02_1,1,formalin,NA,NA,2016-06-09,J02,1,H,0,50.602143,-126.701418,2016-06-09 17:17:51 PDT,NA,2016-06-09 17:20:20 PDT,0:02:29,B27225,647476,650902,N,3426,19.68846728,NA,NA,NA,no,TAX,NA,Technician,NA
