ufn,fish_species,stom_proc_date,microscope_hours,stom_weight_full,stom_weight_empty,food_weight_raw,food_weight_corr,fullness_cat,fullness_mean,kingdom,phylum,subphylum,class,subclass,order,suborder,infraorder,family,genus,species,life_stage,sex,count,length_max,length_min,length_avg,digestion_state,prey_weight_raw,prey_weight_corr,size_class,subsample,comment,taxa_info,prey_info,date_processed,cwt,adipose,weight,standard_length,fork_length,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab,quality_level,fish_lab_qc_flag,fish_lab_qc_log,semsp_id,seine_id,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,lice_id_protocol_field,analysis_planned,fish_field_comments,fish_field_quality_flag,fish_field_quality_level,fish_field_quality_log,survey_id,set_number,set_type,lat,long,set_time,time_searching,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,collection_protocol,seine_comments,seine_qc_log,survey_date,site_id,crew,precip,cloud_cover,sea_state,wind_speed,wind_direction,tide_state,survey_time_start,survey_time_end,net_sets,secchi,ysi_bout,ctd_bout,zoop_bout,survey_type,survey_comments
U3325,Chum,2018-07-27,4,324,236.7,30.1,46.354,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Calyptopis,,1,2.1,2.1,2.1,1,0.1,0.154,2 to 5,N,,Euphausiidae,Euphausiidae_Calyptopis,2017-02-05,None,Present,13.1,108,113,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-6,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3325,Chum,2018-07-27,4,324,236.7,30.1,46.354,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,11,3.2,2.4,2.8,1,2.2,3.388,2 to 5,N,,Euphausiidae,Euphausiidae_Furcilia,2017-02-05,None,Present,13.1,108,113,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-6,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3325,Chum,2018-07-27,4,324,236.7,30.1,46.354,25-50%,37.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,2,2.7,1.8,2.25,2,0.1,0.154,2 to 5,N,,Euphausiidae,Euphausiidae_Furcilia,2017-02-05,None,Present,13.1,108,113,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-6,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3325,Chum,2018-07-27,4,324,236.7,30.1,46.354,25-50%,37.5,Animalia,Mollusca,,Gastropoda,Heterobranchia,Pteropoda,,,,,,Veliger,,2,0.6,0.4,0.5,1,0.1,0.154,<1,N,,Pteropoda,Pteropoda_Veliger,2017-02-05,None,Present,13.1,108,113,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-6,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3325,Chum,2018-07-27,4,324,236.7,30.1,46.354,25-50%,37.5,Animalia,Chordata,Verbrata,Actinopterygii,,,,,,,,Larvae,,1,5.7,5.7,5.7,2,0.2,0.308,5 to 10,N,,Actinopterygii,Actinopterygii_Larvae,2017-02-05,None,Present,13.1,108,113,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-6,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3325,Chum,2018-07-27,4,324,236.7,30.1,46.354,25-50%,37.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,259,3.2,2,2.6,2,28.3,43.582,2 to 5,N,,Oikopleura,Oikopleura,2017-02-05,None,Present,13.1,108,113,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-6,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3325,Chum,2018-07-27,4,324,236.7,30.1,46.354,25-50%,37.5,,,,,,,,,,Digested_food,,,,1,2.2,1,1.6,4,6.3,9.702,2 to 5,N,,Digested_food,Digested_food,2017-02-05,None,Present,13.1,108,113,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-6,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3325,Chum,2018-07-27,4,324,236.7,30.1,46.354,25-50%,37.5,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,Siphonophorae,,,,,,,,1,4.6,4.6,4.6,2,0.7,1.078,2 to 5,N,,Siphonophorae,Siphonophorae,2017-02-05,None,Present,13.1,108,113,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-6,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3325,Chum,2018-07-27,4,324,236.7,30.1,46.354,25-50%,37.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,,Nauplii,,1,0.4,0.4,0.4,1,0.1,0.154,<1,N,,Balanomorpha,Balanomorpha_Nauplii,2017-02-05,None,Present,13.1,108,113,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-6,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3501,Chum,2018-07-27,1,344.4,263.7,2.7,4.158,0-25%,12.5,Animalia,Arthropoda,Crustacea,,,,,,,,,,,1,3.7,3.7,3.7,3,0.1,0.154,2 to 5,N,,Crustacea,Crustacea,2017-02-05,None,Present,10.7,100,105,NA,NA,BMM,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-7,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3501,Chum,2018-07-27,1,344.4,263.7,2.7,4.158,0-25%,12.5,Animalia,Platyhelminthes,Rhabditophora,Trematoda,,,,,,,,Parasite,,2,0.9,0.8,0.85,0,0.1,0.154,<1,N,,Trematoda,Trematoda_Parasite,2017-02-05,None,Present,10.7,100,105,NA,NA,BMM,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-7,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3501,Chum,2018-07-27,1,344.4,263.7,2.7,4.158,0-25%,12.5,,,,,,,,,,Digested_food,,,,1,6.3,1,3.65,4,3.3,5.082,2 to 5,N,,Digested_food,Digested_food,2017-02-05,None,Present,10.7,100,105,NA,NA,BMM,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-7,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3502,Chum,2018-07-27,2,336.2,245.7,30.2,46.508,0-25%,12.5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Calanoida,,,Calanidae,Calanus,marshallae,,,1,3.5,3.5,3.5,1,1.2,1.848,2 to 5,N,,Calanus_marshallae,Calanus_marshallae,2017-02-05,None,Present,13,109,113,NA,NA,BMM,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-8,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3502,Chum,2018-07-27,2,336.2,245.7,30.2,46.508,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Calyptopis,,1,2,2,2,1,0.1,0.154,1 to 2,N,,Euphausiidae,Euphausiidae_Calyptopis,2017-02-05,None,Present,13,109,113,NA,NA,BMM,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-8,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3502,Chum,2018-07-27,2,336.2,245.7,30.2,46.508,0-25%,12.5,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Euphausiacea,,,Euphausiidae,,,Furcilia,,3,3,3,3,1,0.8,1.232,2 to 5,N,,Euphausiidae,Euphausiidae_Furcilia,2017-02-05,None,Present,13,109,113,NA,NA,BMM,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-8,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3502,Chum,2018-07-27,2,336.2,245.7,30.2,46.508,0-25%,12.5,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,Siphonophorae,,,,,,,,1,7.8,7.8,7.8,2,5.4,8.316,5 to 10,N,,Siphonophorae,Siphonophorae,2017-02-05,None,Present,13,109,113,NA,NA,BMM,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-8,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3502,Chum,2018-07-27,2,336.2,245.7,30.2,46.508,0-25%,12.5,Animalia,Chordata,Tunicata,Appendicularia,,Copelata,,,Oikopleuridae,Oikopleura,,,,206,3.3,2.4,2.85,2,25.5,39.27,2 to 5,N,,Oikopleura,Oikopleura,2017-02-05,None,Present,13,109,113,NA,NA,BMM,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-8,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3502,Chum,2018-07-27,2,336.2,245.7,30.2,46.508,0-25%,12.5,Animalia,Mollusca,,Gastropoda,Heterobranchia,Pteropoda,,,,,,Veliger,,2,0.6,0.6,0.6,2,0.1,0.154,<1,N,,Pteropoda,Pteropoda_Veliger,2017-02-05,None,Present,13,109,113,NA,NA,BMM,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-8,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U3502,Chum,2018-07-27,2,336.2,245.7,30.2,46.508,0-25%,12.5,Chromista,Ochrophyta,Khakista,Bacillariophyceae,Coscinodiscophycidae,,,,,,,,,1,0.2,0.2,0.2,1,0.1,0.154,<1,N,,Coscinodiscophycidae,Coscinodiscophycidae,2017-02-05,None,Present,13,109,113,NA,NA,BMM,irregular,NA,lab_motiles,Technicianmr,NA,NA,2016-06-14-D09-CU-8,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
U2978,Chum,2018-07-27,3,205.7,175,0.4,0.616,0%,0,,,,,,,,,,Digested_food,,,,1,2.2,0.6,1.4,4,0.4,0.616,2 to 5,N,,Digested_food,Digested_food,2017-02-05,None,Present,9.4,96,101,NA,NA,BMM,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG),2016-06-14-D09-CU-9,DE322N1,NA,NA,NA,NA,NA,NA,NA,SEMSP,NA,AV,level1,NA,DE322,1,targeted,50.307203,-125.332605,2016-06-14 14:20:00 PDT,3,NA,NA,NA,yes,30,100,10,100,10,200,0,0,0,0,NA,NA,SEMSP,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish.",,2016-06-14,D09,"Luke Rogers, Brianna Knowles, Sam James",none,50,1,0.1-5,S,NA,NA,NA,1,11,1,NA,1,standard,"3 random sets conducted over DFO accoustic moorings. 1) 06:34 @ 50.305971N, 125.334369W - Dimpling observed but no fish in net. 2) 06:59 @ same as 1st set - some dimpling observed, no fish in net. 3) 07:40 @ western mooring. No surface activity observed, no fish."
